Ordem,NIF ,Nome ,E-mail,URL 
972,515440060,"PEDRO JESUS - MEDIAÇÃO DE SEGUROS, LDA",pedro.jesus@parceiros.tranquilidade.pt,
973,507517024,"JORGE MAURÍCIO - MEDIAÇÃO DE SEGUROS, LDA",jorge.gouveia@agentegeral.ageas.pt,
974,508906687,"TEICA - MEDIAÇÃO DE SEGUROS, LDA",geral@teica.pt,www.teica.pt
975,510135250,"K3K - MEDIAÇÃO DE SEGUROS, LDA",xavier@k3k.pt,
976,510069088,"BRITO & CABAÇA - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",jorge.cabaca@britoecabaca.com,
977,514892609,"THINKINGSTREET - MEDIAÇÃO DE SEGUROS, LDA",adesao@asurya.pt,www.asurya.pt
978,510940188,"MMG MEDIAÇÃO SEGUROS, LDA",marcelo.pinto@mmgmediacaoseguros.pt,www.mgtseguros.pt
979,513269290,"BASÍLIO PAÇÓ, MEDIAÇÃO DE SEGUROS, LDA",basilio.seguros@sapo.pt,
980,517355280,"GLOBALPOWER SOCIEDADE MEDIAÇÃO SEGUROS, LDA",,
981,514183098,"MOMENTOSEGURO - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",pais.sonia@gmail.com,
982,508735688,"MANUEL LINO MACHADO - MEDIAÇÃO DE SEGUROS, LDA",mlmseguros@gmail.com,
983,510375405,"SEGATLÂNTICO - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",joaovinha@segatlantico.pt,www.segatlantico.pt
984,505205718,"ESPAÇOSEGURO - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",geral@espacoseguro.pt,www.espacoseguro.pt
985,503984620,"PEVICONTA - MEDIAÇÃO DE SEGUROS, LDA",seguros@peviconta.pt,www.peviseg.pt
986,507205278,"ANDRÉ ABREU - MEDIAÇÃO DE SEGUROS, LDA",seguros@andreabreu.pt,www.andreabreu.com
987,508111463,"SOUSA MENDES - MEDIAÇÃO DE SEGUROS, LDA",sousamendeslda@gmail.com,www.tranquilidade.pt
988,515076686,"INSURANCE PROMOTERS - PROMORECURSO, LDA",credimedia@credimedia.pt,
989,505204622,"TEMPOSEGURO - MEDIAÇÃO DE SEGUROS, LDA",,
990,514124555,"HUGO CHAVES - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",hugo.chaves@private.ageas.pt,
991,509784089,"MEDIAÇÃO DE SEGUROS F. FERREIRA, UNIPESSOAL, LDA",segurosfferreira@sapo.pt,
992,514487321,"MIRACONFIANÇA SEGUROS, UNIPESSOAL, LDA",aventura.seguros15@gmail.com,
993,503120375,"SEGURSENA - MEDIAÇÃO DE SEGUROS, LDA",geral@segursena.pt,www.segursena.pt
994,508882656,"A.BESSA, UNIPESSOAL, LDA",bessantonio@gmail.com,
995,506255360,"REDE - DISTRIBUIÇÃO DE SEGUROS, S.A.",geral@redeseguros.pt,www.redeseguros.pt
996,500470499,"CARLOS COUTINHO & ASSOCIADOS, LDA",geral@ccassociados.pt,www.alvessantos-seguros.com
997,504114069,"ALIANÇA SEGURA - MEDIAÇÃO DE SEGUROS, LDA",seguros.vitornunes@gmail.com,
998,508231302,"VAGAROSO - SOCIEDADE DE MEDIAÇÃO DE SEGUROS E PROMOÇÃO BANCÁRIA, LDA",vagarososeguros@hotmail.com,
999,505830272,"FACULTATIVA - MEDIAÇÃO DE SEGUROS, LDA",facultativa@sapo.pt,www.facultativa.com
1000,517164515,"ROY & ANA - MEDIAÇÃO DE SEGUROS, LDA",roysrseguros@gmail.com,
1001,503835919,"CRESPO SEGUROS - SOCIEDADE MEDIADORA DE SEGUROS, LDA",crespo@cresposeguros.pt,www.cresposeguros.pt
1002,510529194,"ANTÓNIO SALVADO MENDES - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",antonio.asmseguros@gmail.com,
1003,514561769,"DOMINGOS CACHOLA, UNIPESSOAL, LDA",domingoscachola.segurosfid@outlook.pt,
1004,514420928,"BONUS CERTO - MEDIAÇÃO DE SEGUROS, LDA",geral@bonuscerto.pt,www.bonuscerto.pt
1005,515838322,"RUCHA - MEDIAÇÃO DE SEGUROS, LDA",aruchaseguros@gmail.com,
1006,514893958,"SOLUÇÕES APURADAS - CONSULTORES DE SEGUROS, LDA",,www.solucoesapuradas.pt
1007,506429296,"FRANCISCO COELHO & ARMANDA MATEUS MEDIAÇÃO DE SEGUROS, LDA",acsegurosolhao@sapo.pt,
1008,514502592,"CONFIANÇA - MEDIAÇÃO DE SEGUROS, LDA",confiancasegurosfz@gmail.com,
1009,509952682,"RAMIRO VÍRGILIO, LDA",ramirovirgiliolda@gmail.com,
1010,515797030,"ATREVE-TE - SOCIEDADE MEDIAÇÃO DE SEGUROS, LDA",helena.pires11@gmail.com,
1011,510529240,"BRASIL & ENES - SOCIEDADE MEDIADORA DE SEGUROS, LDA",brasileenes@gmail.com,
1012,513699384,"DEL BARCO - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",,
1013,509966730,"AGP SEGUROS - SOCIEDADE MEDIADORA DE SEGUROS, LDA",jose.manuel.pacheco@agentegeral.ageas.pt,
1014,504330918,"SERRA & SERRA - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",geral@serraeserra.com,
1015,514878770,"PATTERN GUARDIAN - MEDIAÇÃO DE SEGUROS, LDA",,
1016,508997100,"CARLOS RÉU - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",info@carlosreu.net,www.carlosreu.net
1017,516861670,"RAFAELA VIEIRA VERDASCA, LDA",daf1@broliveira.pt,
1018,505420201,"ALVO SEGURO - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",geral@alvoseguro.pt,
1019,513151095,"LEITÃO & ASSOCIADOS - MEDIAÇÃO DE SEGUROS, LDA",,
1020,510505147,"BARTOLOMEU COSTA, UNIPESSOAL, LDA",bartolomeucosta@sapo.pt,
1021,508059968,"MEDIKLASSIC, LDA",geral@mediklassic.pt,www.mediklassic.pt
1022,510501699,"JOÃO ANACLETO & ELISABETE GUERRA - MEDIAÇÃO DE SEGUROS, LDA",elisabetesilva.seguros@gmail.com,
1023,509724868,"JOAQUIM CARLOS BRITO, LDA",,
1024,514742097,"HAPPY - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",happyseguros@sapo.pt,www.happyseguros.pt
1025,514522321,"BUZZEE INSURE, LDA",,
1026,515044482,"RAIL INSURANCE - CONSULTORIA E MEDIAÇÃO, LDA",,
1027,510723888,"JOSÉ LUÍS - MEDIAÇÃO DE SEGUROS, LDA",,
1028,505487560,"J.GOMES - MEDIAÇÃO DE SEGUROS, LDA",jota.gomes@netcabo.pt,www.jgomes-seguros.com
1029,507707974,"MEDIALL TAGUS - MEDIAÇÃO DE SEGUROS, LDA",medialltagus@gmail.com,
1030,505325209,"FERNANDO DOMINGOS - MEDIAÇÃO DE SEGUROS, LDA",f.domingos.segurosfaro@gmail.com,www.fernandodomingosseguros.pt
1031,508540631,"JOSÉ BAPTISTA - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",jose.baptista@parceiros.tranquilidade.pt,
1032,508832136,"VIEGAS & CLAÚDIA - MEDIAÇÃO DE SEGUROS, LDA",,
1033,509474233,"CBK SEGUROS DE CRÉDITO - MEDIAÇÃO DE SEGUROS, LDA",seguros@cbkporto.pt,www.cbk.pt
1034,516320157,"RETRATOS D'ALMA, UNIPESSOAL, LDA",victorhugoosorio@dsprivate.com,www.dsprivate.com
1035,516334875,"F.CARRONDA - CONSULTADORIA, LDA",filipa.carronda.fcarronda@gmail.com,
1036,508395682,"PEDRO CARVALHO, UNIPESSOAL, LDA",geral@medseg.pt,www.medseg.pt
1037,506868281,"CRUZ FERREIRA - MEDIAÇÃO DE SEGUROS, LDA",cf@cruzferreira.com,www.cruzferreira.com
1038,505668394,"AGOSTINHO COSTA - MEDIAÇÃO DE SEGUROS, LDA",agostinhocosta@acosta.pt,
1039,509769187,"SEGUROS CADETE - SOCIEDADE MEDIADORA DE SEGUROS, LDA",geral@seguroscadete.pt,
1040,517458012,"I & P.GUERRA - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",,
1041,504797204,"AGÊNCIA NOVA INFORMAÇÃO - MEDIAÇÃO DE SEGUROS, LDA",,
1042,509410588,"LURDES & SUSANA - MEDIAÇÃO DE SEGUROS, LDA",lurdessusana.seguros@hotmail.com,
1043,508005051,"SOARES SEGUROS - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",soares.seguros@gmail.com,
1044,509555462,"BO BRUNO OLIVEIRA, LDA",geral@oliveira-seguros.pt,
1045,514667575,"FERNANDA CAÇADOR - MEDIAÇÃO DE SEGUROS, LDA",,
1046,504526987,"TOPCLASSE - GESTÃO DE NEGÓCIOS, UNIPESSOAL, LDA",geral@topclasse.pt,www.topclasse.pt
1047,507869915,"ABREU & FERREIRA, MEDIAÇÃO SEGUROS, LDA",,
1048,516150006,"FUTURE JOURNEY - DISTRIBUIÇÃO DE SEGUROS, LDA",,
1049,514503203,"C.MONTE, LDA",,
1050,508494761,"MANUEL MARTINS & FARIA - MEDIAÇÃO DE SEGUROS, LDA",manuel.martins@manuelmartins.com,
1051,508141168,"SEGURILOJA - MEDIAÇÃO DE SEGUROS, LDA",seguriloja@gmail.com,www.seguriloja.com
1052,509555721,"V.A.2010 - MEDIAÇÃO DE SEGUROS, LDA",,
1053,507159195,"SEGURALGO - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",seguralgo@gmail.com,
1054,506630099,"SOCIEDADE MEDIADORA DE SEGUROS FUNDANENSE, LDA",smsfundanense@gmail.com,
1055,515773131,"PAULO ARAÚJO - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",,
1056,500880662,"VÍTOR PIRES LOURENÇO & FILHOS - MEDIAÇÃO DE SEGUROS, LDA",,
1057,516424343,"B. VALÉRIO - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",,
1058,508195934,"BEIRA DOURO - MEDIAÇÃO DE SEGUROS, LDA",beiradouro@sapo.pt,
1059,505667690,"VIZELSEGUR - MEDIAÇÃO DE SEGUROS, LDA",nuno@vizelsegur.com,www.vizelsegur.com
1060,515654965,"MARGARIDA ISABEL ROCHA & PONTE - MEDIAÇÃO DE SEGUROS, LDA",lojafidelidadebuarcos@sapo.pt,
1061,514705876,"OLÍVIO CORDEIRO - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",oliviocordeiroseguros@gmail.com,
1062,507837436,"MAÇAENSE SEGUROS - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",a.macaense@sapo.pt,www.macaenseseguros.pt
1063,516040537,"A. LOPES - MEDIAÇÃO DE SEGUROS, LDA",antoniobernardolopes@gmail.com,
1064,516267914,"CARLOS SANTOS-MEDIAÇÃO DE SEGUROS, LDA",carlossantosseguros@sapo.pt,
1065,506969916,"VENÂNCIO SEGUROS - MEDIAÇÃO DE SEGUROS, LDA",segurosvenancio@sapo.pt,
1066,506192881,"A.B. - SOCIEDADE MEDIAÇÃO SEGUROS, LDA",abseguros@sapo.pt,www.ab-seguros.com
1067,509696627,"LEZÍRIA SEGUROS - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",,
1068,509858805,"LOURENÇO E SANTOS MEDIAÇÃO SEGUROS, LDA",,
1069,515219789,"SEGUROS GAMBOA - MEDIAÇÃO, UNIPESSOAL, LDA",segurosgamboa@segurosgamboa.pt,
1070,510673058,"FINICONDE - CONTABILIDADE E MEDIAÇÃO DE SEGUROS, LDA",financiamentos@finiconde.pt,www.finiconde.pt
1071,510597211,"RP SEGUROS - SOCIEDADE DE MEDIAÇÃO, LDA",,
1072,515243060,"AJSC SEGURO - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",ajcosta@ajsc-seguro.com,
1073,510931090,"GP, MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",geral.gpseguros@gmail.com,
1074,506679659,"MEDIREGISTO - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",mediregisto@gmail.com,
1075,502085380,"AGÊNCIA SEGURADORA DE BARCELOS, LDA",,
1076,510147461,"SERRA CORREIA - MEDIAÇÃO DE SEGUROS, LDA",segurosserra@gmail.com,
1077,502642157,"BORGES & GARCIA - SOCIEDADE MEDIADORA DE SEGUROS, LDA",geral@borgesgarcia.com,www.borgesgarcia.com
1078,513358331,"ÁGILTRIUNFO - SEGUROS - SOCIEDADE DE MEDIAÇÃO, UNIPESSOAL, LDA",pc.vieira@sapo.pt,www.agiltriunfo.pt
1079,515318132,"101 SOLUÇÕES, LDA",geral@101solucoes.pt,www.101solucoes.pt
1080,505794365,"SEGUROFFICE, LDA",seguroffice@seguroffice.pt,
1081,507861957,"TESE INSURANCE BROKER - SOCIEDADE MEDIADORA DE SEGUROS, LDA",tesebroker@gmail.com,
1082,509719155,"RAQUEL CORREIA - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",raquel.correia@parceiros.tranquilidade.pt,
1083,510509959,"ÂNGELO MANUEL MARTINS - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",angelomanuelmartins@gmail.com,
1084,505872633,"FAMÉDIA - MEDIAÇÃO DE SEGUROS, LDA",geral@famedia.pt,www.famedia.pt
1085,510494650,"IDALINA DE JESUS - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",,
1086,507191404,"CRUZEIROSEGUR - SOCIEDADE MEDIAÇÃO SEGUROS, LDA",cruzeirosegur@sapo.pt,
1087,513476490,"COMPENSA CÁLCULAR, UNIPESSOAL, LDA",compensacalcular@gmail.com,
1088,514012579,"MÁRCIO TEIXEIRA & NÉLIO LOPES - MEDIAÇÃO DE SEGUROS E CONSULTORIA, LDA",tlseguroscanico@gmail.com,
1089,509634214,"MARTINHO - MEDIAÇÃO DE SEGUROS, LDA",,www.martinhoseguros.pt
1090,500863458,"HILÁRIO LEITE FERREIRA & CA., LDA",hilario.seguros@hlf.pt,
1091,506606546,"SIMPLES SEGUROS - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",,
1092,504015737,"C.R. - MEDIAÇÃO DE SEGUROS, LDA",paula.duarte@agentegeral.ageas.pt,
1093,505619296,"ÁLEA - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",aleasms@gmail.com,
1094,514686987,"PACONTAS SEGUROS - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",pacontas@pacontas.pt,www.pacontas.pt
1095,508029783,"SEGURNECAR - MEDIAÇÃO DE SEGUROS, LDA",pneto@segurnecar.com,
1096,510318568,"PAULO PARREIRA - MEDIAÇÃO DE SEGUROS, LDA",pauloparreira1@gmail.com,
1097,510830390,"ESPÍRITO SANTO E EDRA - MEDIAÇÃO DE SEGUROS, LDA",pedro.edra@agentegeral.ageas.pt,
1098,513715380,"MANUEL & OLÍVIA MENESES - SEGUROS, LDA",manuel-m-raimundo@sapo.pt,
1099,508834112,"FILIPE AGANTE, LDA",agante75@gmail.com,
1100,509127975,"LDC SEGUROS - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",,
1101,513826114,"ALMEIDA & MILHEIRO, LDA",cristina.santos.milheiro@ageas.pt,
1102,513847529,"BRIDGE PROVIDENCE CONSULTING, LDA",fernandolopes@bridgeprovidence.pt,www.bridgeprovidence.pt
1103,509678688,"FILIPE PEREIRA - MEDIAÇÃO SEGUROS, UNIPESSOAL, LDA",fchp25a@gmail.com,
1104,510649858,"HELDER RIBEIRO - MEDIAÇÃO SEGUROS, LDA",helder.ribeiro@helderribeiroseguros.pt,www.helderribeiroseguros.pt
1105,505017350,"CASA DO PILAR - MEDIAÇÃO DE SEGUROS, LDA",geral@casadopilar.pt,www.casadopilar.pt
1106,503669199,"DIONÍSIO SAMPAIO, LDA",,
1107,505409976,"M B S - MEDIAÇÃO DE SEGUROS, LDA",,
1108,506125670,"ARLINDO VALVERDE - MEDIAÇÃO DE SEGUROS, LDA",geral@casavalverde.pt,
1109,513182586,"REDONDO & LEMOS - MEDIAÇÃO DE SEGUROS, LDA",elisabeteredondo@hotmail.com,www.carsport.pt
1110,513028250,"GESTÃO ACTIVA III - MEDIAÇÃO DE SEGUROS , LDA",geral@gestaoactiva.pt,www.gestaoactiva.pt
1111,500997411,"NACIONAL - MEDIADORA DE SEGUROS, UNIPESSOAL, LDA",,
1112,505378159,"CAMACHO & NETO - MEDIAÇÃO DE SEGUROS, LDA",camachoeneto@sapo.pt,
1113,509272517,"TERESA CHAGAS FERREIRA - MEDIAÇÃO DE SEGUROS, LDA",teresa.chagas@netvisao.pt,
1114,515294969,"LAMPDOIS - MEDIAÇÃO DE SEGUROS, LDA",mlampreia@villasboas.pt,
1115,508664667,"GRANDSECURYTI - MEDIAÇÃO E GESTÃO DE SEGUROS, LDA",medigestao.seguros@sapo.pt,
1116,517902079,"FENÓMENEMVOLTA - MEDIAÇÃO DE SEGUROS, LDA",,
1117,517646080,"MÁRCIA OLIVEIRA - MEDIAÇÃO OFICIAL DE SEGUROS, UNIPESSOAL, LDA",,
1118,510460801,"RUI LOPES - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",carmelina.gomes@sapo.pt,
1119,509795757,"MAC - MEDIAÇÃO DE SEGUROS, LDA",geral@mac-seguros.pt,www.mac-seguros.pt
1120,509664717,"MANUEL SANTOS & FILHOS, LDA",manuelsantosseguroslda@gmail.com,
1121,503963151,"C.A.R. - MEDIAÇÃO DE SEGUROS, LDA",car.seguros.lda@gmail.com,www.carseguros.pt
1122,507531159,"SOMOS - MEDIAÇÃO DE SEGUROS, LDA",geral@somosseguros.pt,www.somosseguros.pt
1123,508902037,"INSURAMADA - MEDIAÇÃO DE SEGUROS, LDA",m.ferreira@maisvalorconsultoria.pt,
1124,508239265,"ORIGEM SEGURA - MEDIAÇÃO DE SEGUROS, LDA",filipe.costa@origem-segura.pt,www.origem-segura.pt
1125,509564275,"BOAVISTA - MEDIAÇÃO DE SEGUROS, LDA",geral@boavistaseguros.pt,www.boavistaseguros.pt
1126,510486932,"CASIMIRO NUNES, UNIPESSOAL, LDA",,
1127,513084487,"ANTÓNIO VENÂNCIO GONÇALVES - MEDIAÇÃO DE SEGUROS, LDA",avgmedseguros@gmail.com,
1128,509548571,"4 ASSURE - MEDIAÇÃO E CONSULTORIA DE SEGUROS, LDA",jmteixeira@fourassure.co.pt,
1129,510033075,"SEGURNEVES - MEDIAÇÃO DE SEGUROS, LDA",geral@segurneves.com,www.segurneves.com
1130,507322495,"R.P.I. - RISCO PREVIDÊNCIA INVESTIMENTO - MEDIAÇÃO DE SEGUROS, LDA",,
1131,980832071,MW EXPAT SOLUTION SERVICES GMBH - SUCURSAL EM PORTUGAL,m.wolf@mw-expat.com,
1132,509994938,"GERAÇÃO DE RISCO - MEDIAÇÃO DE SEGUROS, LDA",,
1133,514514027,"GOULART & MELO - MEDIAÇÃO DE SEGUROS, LDA",seguros.jagoulart@sapo.pt,
1134,514263326,"PRIMED, MEDIAÇÃO DE SEGUROS, LDA",,
1135,510281125,"ARTUR JORGE NOGUEIRA, UNIPESSOAL, LDA",artur@mediacaoseguros.com,www.anseguros.pt
1136,507855574,"BELAVISTA SEGUROS - SOCIDADE DE MEDIAÇÃO DE SEGUROS, LDA",belavista.seguros@sapo.pt,www.belavistaseguros.com
1137,510259669,"PSX2012, LDA",comercial@pereirasantosseguros.pt,www.pereirasantosseguros.pt
1138,504438336,"MACEDO LEMOS - MEDIAÇÃO DE SEGUROS, LDA",mlseguros@net.novis.pt,
1139,516371142,"REFERÊNCIA VERTICAL, LDA",paulo.rebimba@multiseguros.pt,
1140,510534589,"NELSON OLIVEIRA MARTINS, LDA",geral@nelsonmartinseguros.com,www.nelsonmartinseguros.com
1141,509699898,"JESUS & SANTOS, LDA",,
1142,507088743,"V & VERÍSSIMO - MEDIAÇÃO DE SEGUROS, LDA",diamantino.verissimo@gmail.com,
1143,510713858,"LEONEL MESQUITA - MEDIADOR DE SEGUROS, LDA",seg.mesquita@gmail.com,
1144,510434673,"MANUEL GRANJA - MEDIAÇÃO SEGUROS, UNIPESSOAL, LDA",manuelgranja@sapo.pt,
1145,508572681,"M. PAIS - MEDIAÇÃO DE SEGUROS, LDA",geral@mpaisseguros.pt,www.abedigitalsolutions.com
1146,513826203,"JOSÉ MANQUINHO - MEDIAÇÃO DE SEGUROS, LDA",jose.manquinho@private.ageas.pt,
1147,504196081,"SOREV-SEGUROS - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",,
1148,506210910,"PLSEGUROS - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",pedrolopes@plseguros.pt,
1149,516617010,"CONDESEG - MEDIAÇÂO DE SEGUROS, LDA",,
1150,513706330,"FERNANDO PONTE MEDIAÇÃO DE SEGUROS, LDA",fernando.fpseguros@gmail.com,
1151,514358726,"PEDRO PHILIPPE SANTOS, LDA",pedro.santos@ageas.pt,
1152,513748806,"UNITED PARTNERS - MEDIAÇÃO E CONSULTORIA DE SEGUROS, LDA",seguros@unitedpartners.pt,www.unitedpartners.pt
1153,505280078,"ECONSER II - MEDIAÇÃO SEGUROS, LDA",econser@econser.pt,www.econser.pt
1154,509094368,"SEGSIZE - CONSULTORIA E MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",,www.gruposize.com
1155,513344446,"ALEXANDRE MIGUEL PINTO, LDA",apinto.seguro@gmail.com,
1156,513438939,"LCFJ - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",,
1157,517608235,"PRODIGY PARADE, LDA",,
1158,508503949,"F.R.S.O. - SEGUROS, LDA",seguros@solseg.pt,solseg.pt
1159,514943092,"ALL INSURANCE - MEDIAÇÃO DE SEGUROS, LDA",loja.faro.seguros@gmail.com,
1160,508005000,"MTD2H2L - SERVIÇOS MÉDICOS, SEGUROS E GESTÃO DE IMÓVEIS, S.A.",mtd2h2l@hotmail.com,
1161,509853846,"MFES, SOCIEDADE, LDA",,
1162,510455646,"RICARDO SÁ CARDOSO - SEGUROS, LDA",geral@rcseguros.pt,
1163,513413529,"GRACIOSA SANTOS, UNIPESSOAL, LDA",graciosa.santos@gmail.com,
1164,508916992,"INÊS MATOS BASÍLIO - MEDIAÇÃO DE SEGUROS, LDA",geral@imbseguros.com,www.imbseguros.com
1165,510534686,"JAIME BARREIROS - MEDIAÇÃO DE SEGUROS, LDA",lojafidelidadealcanena@gmail.com,
1166,513195580,"TSMD - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",,
1167,514233478,"ANTÓNIO SAMUEL PEREIRA, LDA",asamuel.pereira@gmail.com,
1168,506347257,"AUGUSTO FARIA - MEDIAÇÃO DE SEGUROS, LDA",augustoseguros@sapo.pt,
1169,506145905,"CRUZ SEGUROS - MEDIAÇÃO DE SEGUROS, LDA",geral@cruzseguros.com,www.cruzseguros.com
1170,508088798,"CEIRASEGUE - MEDIAÇÃO DE SEGUROS, LDA",ceirasegue-marisa@sapo.pt,
1171,515924717,"JFS - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",,
1172,509312594,"COISAS DE SEGUROS, LDA",anacaixeiro@coisasdeseguros.pt,
1173,507055845,"ALLFASUR - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",allfasur@allfasur.pt,www.allfasur.pt
1174,508423902,"SADOSEGUROS - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",geral@sadoseguros.pt,www.sadoseguros.pt
1175,509683584,"JORGE ESTEVES, MEDIAÇÃO DE SEGUROS, LDA",,
1176,515200751,"SF INSURANCE, SOCIEDADE UNIPESSOAL, LDA",fidelidade.arrudadosvinhos@gmail.com,
1177,513859500,"PEDRO GUTERRES MENDES, LDA",pedro.guterres@sapo.pt,
1178,500347034,"ESTEVES & COSTA, LDA",estevesecosta@gmail.com,
1179,515573000,"LM PROTECTION - MEDIADORES E CONSULTORES DE SEGUROS, LDA",linobilber.goncalves@lm-protection.pt,
1180,510320716,"SUSTENTAPRÉMIO - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",,
1181,507350600,"ACTUALIS - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",geral@actualis.pt,
1182,510427391,"GANAPOS - MEDIAÇÃO, LDA",geral@ganaposmediacao.com,
1183,509149405,"ANTÓNIO VITORINO, SEGUROS UNIPESSOAL, LDA",antonioalcoa@netvisao.pt,
1184,515650706,"FILIPA PEREIRA, MEDIAÇÃO DE SEGUROS, LDA",filipapereiraseguros@gmail.com,
1185,513219773,"AUTÊNTICOS - MEDIAÇÃO DE SEGUROS, LDA",geral@autenticos.pt,
1186,506926982,"COSEME - MEDIAÇÃO DE SEGUROS, LDA",coseme@sapo.pt,
1187,514746610,"RISCO ZERO - MEDIAÇÃO DE SEGUROS, LDA",pedro.martins@risco-zero.pt,
1188,515243027,"VÍTOR ALEIXO, UNIPESSOAL, LDA",vitoraleixo.ap@gmail.com,
1189,513516190,"SÓNIA ALVES RITO - MEDIAÇÃO DE SEGUROS, LDA",sonia-rito@hotmail.com,
1190,507658728,"ABÍLIO TEIXEIRA - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",geral@abilioteixeiraseguros.com,www.abilioteixeiraseguros.com
1191,510203396,"PARCEIRO SEGURO, LDA",parceiroseguro@gmail.com,www.parceiroseguro.pt
1192,510508634,"ELISABETE MOURO, UNIPESSOAL, LDA",,
1193,514346884,"TRANSVERSAL MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",,
1194,507073746,"ARNELAS - MEDIAÇÃO DE SEGUROS, LDA",arnelas.seguros@sapo.pt,
1195,516788388,"SUSESEG, LDA",,www.suseseg.pt
1196,510946712,"ANA MARIA FREITAS, LDA",ana.freitas@parceiros.tranquilidade.pt,
1197,513484388,"PAULO BALAU MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",,
1198,513359184,"HUGO BEZERRA AFONSO, LDA",hugo.reditor@sapo.pt,
1199,513059954,"CMC - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",carlosmcarvalho@netcabo.pt,
1200,513135979,"EPI PEOPLE - CONSULTORES DE SEGUROS, UNIPESSOAL, LDA",joaquim.pedro@episeguros.pt,
1201,515675822,"TEEUP - INSURANCE MEDIATION, LDA",,
1202,508116953,"SEGURBASTO - MEDIAÇÃO DE SEGUROS, LDA",geral@segurbasto.com,
1203,514734809,"RUI MARQUES, MEDIAÇÃO DE SEGUROS, LDA",geral@ruiseguros.pt,
1204,515589306,"HELENA ACHANDO RODRIGUES JOSÉ, LDA",,
1205,508733294,"SEGUIRVOCAÇÃO - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",jose-m-sequeira@sapo.pt,
1206,503486485,"MEDISANTOS - MEDIAÇÃO SEGUROS, LDA",medisantos@gmail.com,
1207,510604480,"MARIA ISABEL RAMOS MOREIRA, UNIPESSOAL, LDA",imseguros@gmail.com,
1208,513933344,"VIDALOURENÇO - MEDIAÇÃO DE SEGUROS, LDA",,
1209,515663204,"VÍTOR CORREIA - MEDIAÇÃO DE SEGUROS, LDA",seguros.vc@gmail.com,
1210,513350969,"3 N' S - SOCIEDADE MEDIAÇÃO SEGUROS, LDA",,
1211,509302262,"RIGORMED - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",,
1212,513523685,"ANTÓNIO FERNANDES, MEDIAÇÃO DE SEGUROS, LDA",ajfernandes.seguros@gmail.com,
1213,513829601,"PAULO COSTA - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",paulo.h.costa1965@hotmail.com,
